"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize"
"Mephitis mephitis","B","EMML_REMA","G",5,2085.02,1,0,5.7,-999,-999
"Urocyon cinereoargenteus","B","EMML_REMA","G",5,3833.72,1,0,3.71,-999,-999
"Martes pennanti","B","EMML_REMA","S",2,4000,1,1,3.02,-999,-999
"Lontra canadensis","B","EMML_REMA","G",2,8087.42,1,0,2.67,-999,-999
"Sylvilagus palustris","C","EMML_RLWK","G",1,1500,1,0,2.96,-999,-999
"Sciurus niger","C","EMML_RLWK","Ar",3,761.9,0,1,-999,-999,-999
"Lynx rufus","C","EMML_RLWK","G",1,8904.1,1,0,2.76,-999,-999
"Marmota monax","C","EMML_RLWK","G",3,3801.72,0,1,4.1,-999,1
"Mephitis mephitis","C","EMML_RLWK","G",5,2085.02,1,0,5.7,-999,-999
"Lontra canadensis","C","EMML_RLWK","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_RLWK","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_RLWK","G",4,1150,1,0,-999,-999,-999
"Glaucomys volans","A","EMML_SCBIF","Ar",3,63.87,1,0,3.13,-999,-999
"Tamias striatus","A","EMML_SCBIF","G",4,111.91,0,1,-999,-999,-999
"Odocoileus virginianus","B","EMML_SCBIF","G",2,55508.56,1,0,1.57,-999,2.25
"Sciurus carolinensis","B","EMML_SCBIF","Ar",3,506.5,0,1,2.98,-999,1
"Procyon lotor","B","EMML_SCBIF","G",4,5524.97,1,0,3.06,-999,-999
"Didelphis virginiana","B","EMML_SCBIF","S",4,2195.48,1,0,8.62,-999,1
"Vulpes vulpes","B","EMML_SCBIF","G",3,5476.17,1,0,4.59,-999,-999
"Lynx rufus","B","EMML_SCBIF","G",1,8904.1,1,0,2.76,-999,-999
"Sylvilagus floridanus","B","EMML_SCBIF","G",1,1172.79,1,0,4.62,-999,-999
"Sciurus niger","B","EMML_SCBIF","Ar",3,761.9,0,1,-999,-999,-999
"Ursus americanus","B","EMML_SCBIF","G",4,99949.36,1,0,2.39,-999,-999
"Neovison vison","B","EMML_SCBIF","G",4,1150,1,0,-999,-999,-999
"Canis latrans","B","EMML_SCBIF","G",3,13406.33,1,0,5.72,-999,-999
"Urocyon cinereoargenteus","B","EMML_SCBIF","G",5,3833.72,1,0,3.71,-999,-999
"Lepus americanus","C","EMML_SCBIF","G",1,1710.02,1,0,3.54,-999,-999
"Marmota monax","C","EMML_SCBIF","G",3,3801.72,0,1,4.1,-999,1
"Mephitis mephitis","C","EMML_SCBIF","G",5,2085.02,1,0,5.7,-999,-999
"Castor canadensis","C","EMML_SCBIF","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_SCBIF","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_SCBIF","G",2,1065.75,1,0,6.55,-999,-999
"Oryx beisa","A","EMML_SDK","G",1,200576.52,1,1,-999,40,40
"Helogale parvula","A","EMML_SDK","G",3,300,0,1,3.49,-999,-999
"Hystrix cristata","A","EMML_SDK","G",2,16250,1,0,1.73,-999,-999
"Camelus dromedarius","A","EMML_SDK","G",1,601000,0,1,0.98,11,10
"Giraffa camelopardalis","A","EMML_SDK","G",1,899994.8,1,0,1.29,-999,100
"Hippopotamus amphibius","A","EMML_SDK","G",1,1417489.99,1,0,1,585,585
"Xerus erythropus","A","EMML_SDK","G",5,502.4,0,1,3.45,-999,-999
"Xerus rutilus","A","EMML_SDK","G",5,317.5,0,1,1.94,-999,-999
"Cephalophus silvicultor","A","EMML_SDK","G",3,72500.33,1,0,1,-999,1
"Orycteropus afer","B","EMML_SDK","G",1,52350.4,1,0,1.1,-999,1
"Syncerus caffer","B","EMML_SDK","G",1,580002.68,1,0,1.08,3000,12
"Loxodonta africana","B","EMML_SDK","G",1,3940034.28,1,1,0.84,-999,19.5
"Lycaon pictus","B","EMML_SDK","G",1,22050.07,0,1,8.1,-999,-999
"Diceros bicornis","B","EMML_SDK","G",1,1180510.9,1,0,1,1,1
"Canis mesomelas","B","EMML_SDK","G",4,8500.02,1,1,3.89,-999,-999
"Tragelaphus scriptus","B","EMML_SDK","G",1,43250.39,1,1,1,-999,1
"Caracal caracal","B","EMML_SDK","G",1,13749.91,1,0,2.3,-999,-999
"Genetta maculata","B","EMML_SDK","Ar",3,2225,1,0,2.12,-999,-999
"Sylvicapra grimmia","B","EMML_SDK","G",3,19499.79,1,0,0.98,-999,1
"Genetta genetta","B","EMML_SDK","Ar",3,1800,1,0,2.29,-999,-999
"Phacochoerus africanus","B","EMML_SDK","G",3,82500,1,0,-999,-999,-999
"Litocranius walleri","B","EMML_SDK","G",1,37999.69,1,1,1,-999,8
"Nanger granti","B","EMML_SDK","G",1,55464.46,0,1,1,40,40
"Tragelaphus strepsiceros","B","EMML_SDK","G",1,213501.04,1,1,1,-999,12
"Equus grevyi","B","EMML_SDK","G",1,407999.85,1,1,1,-999,-999
"Madoqua guentheri","B","EMML_SDK","G",1,7499.98,1,1,0.98,-999,6.25
"Aepyceros melampus","B","EMML_SDK","G",1,52500.08,1,1,0.98,-999,15.25
"Madoqua kirkii","B","EMML_SDK","G",1,5300.05,1,1,0.98,-999,2.5
"Panthera pardus","B","EMML_SDK","G",1,52038.22,1,0,2.14,1,1
"Tragelaphus imberbis","B","EMML_SDK","G",1,81575.55,1,0,1,-999,3
"Papio anubis","B","EMML_SDK","G",4,17728.56,0,1,1.01,44.5,40
"Equus quagga","B","EMML_SDK","G",1,4e+05,1,1,-999,-999,-999
"Crocuta crocuta","B","EMML_SDK","G",1,66492.06,1,0,1.91,-999,-999
"Raphicerus campestris","B","EMML_SDK","G",2,10500.02,0,1,0.98,-999,2
"Hyaena hyaena","B","EMML_SDK","G",4,41705.11,1,0,2.44,-999,-999
"Eudorcas thomsonii","B","EMML_SDK","G",1,22907.43,0,1,1,-999,-999
"Chlorocebus pygerythrus","B","EMML_SDK","S",4,4993,0,1,-999,-999,-999
"Kobus ellipsiprymnus","B","EMML_SDK","G",1,210000.34,1,1,1,-999,12
"Ceratotherium simum","B","EMML_SDK","G",1,2949986.31,1,1,1,3.75,3.75
"Ichneumia albicauda","B","EMML_SDK","G",4,3500.02,1,0,2.35,-999,-999
"Ictonyx striatus","B","EMML_SDK","G",4,1299.99,1,0,2.3,-999,-999
"Cercopithecus mitis","C","EMML_SDK","Ar",4,5000,0,1,1,-999,16
"Otocyon megalotis","C","EMML_SDK","G",4,4150.02,1,1,4,-999,-999
"Dendrohyrax arboreus","C","EMML_SDK","Ar",2,2949.99,1,0,1.51,-999,1
"Cricetomys ansorgei","C","EMML_SDK","G",4,1285.41,1,0,-999,-999,-999
"Acinonyx jubatus","C","EMML_SDK","G",1,46700,0,1,3.28,-999,-999
"Redunca fulvorufula","C","EMML_SDK","G",1,29499.86,1,1,-999,-999,4.75
"Alcelaphus buselaphus","C","EMML_SDK","G",1,171001.53,0,1,1,-999,20
"Lophiomys imhausi","C","EMML_SDK","S",1,755.01,1,0,1.58,-999,-999
"Proteles cristata","C","EMML_SDK","G",1,8139.39,1,0,2.64,-999,-999
"Otolemur garnettii","C","EMML_SDK","Ar",3,760,1,0,1.02,-999,1
"Felis silvestris","C","EMML_SDK","G",3,5099.99,1,0,3.59,-999,-999
"Potamochoerus larvatus","C","EMML_SDK","G",4,48781.25,1,0,2.73,7.2,8
"Heterohyrax brucei","C","EMML_SDK","S",1,2625,0,1,1.89,34,17.5
"Erythrocebus patas","C","EMML_SDK","G",3,8090,0,1,1.01,20.5,28
"Lepus capensis","C","EMML_SDK","G",1,3261.67,1,0,2.44,-999,-999
"Canis adustus","C","EMML_SDK","G",4,10249.91,1,0,4.5,-999,-999
"Oreotragus oreotragus","C","EMML_SDK","G",1,12999.9,0,1,0.98,-999,2
"Civettictis civetta","C","EMML_SDK","G",6,11999.97,1,0,2.31,-999,-999
"Nandinia binotata","C","EMML_SDK","Ar",3,2000,1,0,1.84,-999,-999
"Hylochoerus meinertzhageni","C","EMML_SDK","G",1,188500,1,0,4,-999,10
"Panthera leo","C","EMML_SDK","G",2,161499.06,1,0,2.75,-999,-999
"Herpestes ichneumon","C","EMML_SDK","G",5,5174.98,1,1,3,-999,-999
"Thryonomys gregorianus","C","EMML_SDK","G",3,2707.14,1,0,2.91,-999,1
"Procavia capensis","C","EMML_SDK","G",1,3029.98,0,1,2.5,47,17
"Redunca redunca","C","EMML_SDK","G",1,44050.41,1,1,1,-999,-999
"Mellivora capensis","C","EMML_SDK","G",5,8500,0,1,2.35,-999,-999
"Mungos mungo","C","EMML_SDK","G",2,1925,0,1,2.68,-999,-999
"Aonyx capensis","C","EMML_SDK","G",2,18999.84,1,0,2.62,-999,-999
"Leptailurus serval","C","EMML_SDK","G",1,11999.97,1,0,2.35,-999,-999
"Hydrictis maculicollis","C","EMML_SDK","G",3,4180.53,1,1,2,-999,-999
"Thryonomys swinderianus","C","EMML_SDK","G",3,3180.02,1,0,3.88,-999,1
"Atilax paludinosus","C","EMML_SDK","G",4,3299.97,1,0,2,-999,-999
"Tamias striatus","A","EMML_SDNA","G",4,111.91,0,1,-999,-999,-999
"Procyon lotor","B","EMML_SDNA","G",4,5524.97,1,0,3.06,-999,-999
"Sciurus carolinensis","B","EMML_SDNA","Ar",3,506.5,0,1,2.98,-999,1
"Canis latrans","B","EMML_SDNA","G",3,13406.33,1,0,5.72,-999,-999
"Didelphis virginiana","B","EMML_SDNA","S",4,2195.48,1,0,8.62,-999,1
"Odocoileus virginianus","B","EMML_SDNA","G",2,55508.56,1,0,1.57,-999,2.25
"Urocyon cinereoargenteus","B","EMML_SDNA","G",5,3833.72,1,0,3.71,-999,-999
"Vulpes vulpes","B","EMML_SDNA","G",3,5476.17,1,0,4.59,-999,-999
"Ursus americanus","B","EMML_SDNA","G",4,99949.36,1,0,2.39,-999,-999
"Sylvilagus floridanus","B","EMML_SDNA","G",1,1172.79,1,0,4.62,-999,-999
"Lynx rufus","B","EMML_SDNA","G",1,8904.1,1,0,2.76,-999,-999
"Marmota monax","B","EMML_SDNA","G",3,3801.72,0,1,4.1,-999,1
"Ondatra zibethicus","B","EMML_SDNA","G",2,1065.75,1,0,6.55,-999,-999
"Mephitis mephitis","B","EMML_SDNA","G",5,2085.02,1,0,5.7,-999,-999
"Sylvilagus palustris","C","EMML_SDNA","G",1,1500,1,0,2.96,-999,-999
"Sciurus niger","C","EMML_SDNA","Ar",3,761.9,0,1,-999,-999,-999
"Sylvilagus obscurus","C","EMML_SDNA","G",1,1218.45,1,0,-999,-999,-999
"Castor canadensis","C","EMML_SDNA","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_SDNA","G",2,8087.42,1,0,2.67,-999,-999
"Neovison vison","C","EMML_SDNA","G",4,1150,1,0,-999,-999,-999
"Odocoileus hemionus","C","EMML_SEQU","G",2,54212.57,1,0,1.61,-999,-999
"Taxidea taxus","C","EMML_SEQU","G",3,7107.55,1,0,2.76,-999,-999
"Sylvilagus nuttallii","C","EMML_SEQU","G",1,755.09,1,0,4.79,-999,-999
"Aplodontia rufa","C","EMML_SEQU","G",1,1003.99,1,1,2.46,-999,-999
"Lepus californicus","C","EMML_SEQU","G",1,2422.48,1,0,2.68,-999,-999
"Vulpes macrotis","C","EMML_SEQU","G",3,4499.97,1,0,4.5,-999,-999
"Martes pennanti","C","EMML_SEQU","S",2,4000,1,1,3.02,-999,-999
"Ovis canadensis","C","EMML_SEQU","G",1,74644.88,1,1,1.16,5.5,5.5
"Sylvilagus audubonii","C","EMML_SEQU","G",1,889.63,1,0,3,-999,-999
"Canis latrans","C","EMML_SEQU","G",3,13406.33,1,0,5.72,-999,-999
"Bassariscus astutus","C","EMML_SEQU","G",3,1129.51,1,0,3,-999,-999
"Martes americana","C","EMML_SEQU","S",4,1250,1,0,2.6,-999,-999
"Erethizon dorsatum","C","EMML_SEQU","S",3,7085.33,1,0,1,-999,1
"Sylvilagus bachmani","C","EMML_SEQU","G",1,643.25,1,0,3.35,-999,-999
"Puma concolor","C","EMML_SEQU","G",1,51600.04,1,1,2.76,-999,1
"Castor canadensis","C","EMML_SEQU","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_SEQU","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_SEQU","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_SEQU","G",4,1150,1,0,-999,-999,-999
"Urocyon cinereoargenteus","C","EMML_SERCF","G",5,3833.72,1,0,3.71,-999,-999
"Sciurus niger","C","EMML_SERCF","Ar",3,761.9,0,1,-999,-999,-999
"Marmota monax","C","EMML_SERCF","G",3,3801.72,0,1,4.1,-999,1
"Canis latrans","C","EMML_SERCF","G",3,13406.33,1,0,5.72,-999,-999
"Mephitis mephitis","C","EMML_SERCF","G",5,2085.02,1,0,5.7,-999,-999
"Castor canadensis","C","EMML_SERCF","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_SERCF","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_SERCF","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_SERCF","G",4,1150,1,0,-999,-999,-999
"Cephalophus spadix","A","EMML_SH","G",3,56000.25,1,0,-999,-999,-999
"Rhynchocyon petersi","A","EMML_SH","G",1,424,0,1,1.93,-999,-999
"Bdeogale crassicauda","A","EMML_SH","G",3,1549.99,1,0,0.96,-999,-999
"Helogale parvula","A","EMML_SH","G",3,300,0,1,3.49,-999,-999
"Hystrix cristata","A","EMML_SH","G",2,16250,1,0,1.73,-999,-999
"Phacochoerus aethiopicus","A","EMML_SH","G",3,71000.27,1,0,3.2,-999,2
"Petrodromus tetradactylus","A","EMML_SH","G",1,187.5,0,1,1,-999,1.5
"Cricetomys gambianus","A","EMML_SH","G",4,1271,1,0,3.11,-999,-999
"Papio anubis","A","EMML_SH","G",4,17728.56,0,1,1.01,44.5,40
"Paraxerus palliatus","A","EMML_SH","S",3,309.31,0,1,1.6,1.87,1
"Orycteropus afer","B","EMML_SH","G",1,52350.4,1,0,1.1,-999,1
"Syncerus caffer","B","EMML_SH","G",1,580002.68,1,0,1.08,3000,12
"Civettictis civetta","B","EMML_SH","G",6,11999.97,1,0,2.31,-999,-999
"Loxodonta africana","B","EMML_SH","G",1,3940034.28,1,1,0.84,-999,19.5
"Cercopithecus mitis","B","EMML_SH","Ar",4,5000,0,1,1,-999,16
"Tragelaphus scriptus","B","EMML_SH","G",1,43250.39,1,1,1,-999,1
"Potamochoerus larvatus","B","EMML_SH","G",4,48781.25,1,0,2.73,7.2,8
"Genetta maculata","B","EMML_SH","Ar",3,2225,1,0,2.12,-999,-999
"Sylvicapra grimmia","B","EMML_SH","G",3,19499.79,1,0,0.98,-999,1
"Phacochoerus africanus","B","EMML_SH","G",3,82500,1,0,-999,-999,-999
"Panthera pardus","B","EMML_SH","G",1,52038.22,1,0,2.14,1,1
"Atilax paludinosus","B","EMML_SH","G",4,3299.97,1,0,2,-999,-999
"Hippotragus niger","B","EMML_SH","G",1,227499.27,0,1,1,-999,15
"Otolemur garnettii","B","EMML_SH","Ar",3,760,1,0,1.02,-999,1
"Crocuta crocuta","B","EMML_SH","G",1,66492.06,1,0,1.91,-999,-999
"Kobus ellipsiprymnus","B","EMML_SH","G",1,210000.34,1,1,1,-999,12
"Papio cynocephalus","B","EMML_SH","G",4,15822.15,0,1,1.01,52.3,48.2
"Otocyon megalotis","C","EMML_SH","G",4,4150.02,1,1,4,-999,-999
"Dendrohyrax arboreus","C","EMML_SH","Ar",2,2949.99,1,0,1.51,-999,1
"Chlorocebus pygerythrus","C","EMML_SH","S",4,4993,0,1,-999,-999,-999
"Cricetomys ansorgei","C","EMML_SH","G",4,1285.41,1,0,-999,-999,-999
"Alcelaphus buselaphus","C","EMML_SH","G",1,171001.53,0,1,1,-999,20
"Proteles cristata","C","EMML_SH","G",1,8139.39,1,0,2.64,-999,-999
"Ceratotherium simum","C","EMML_SH","G",1,2949986.31,1,1,1,3.75,3.75
"Diceros bicornis","C","EMML_SH","G",1,1180510.9,1,0,1,1,1
"Felis silvestris","C","EMML_SH","G",3,5099.99,1,0,3.59,-999,-999
"Ichneumia albicauda","C","EMML_SH","G",4,3500.02,1,0,2.35,-999,-999
"Heterohyrax brucei","C","EMML_SH","S",1,2625,0,1,1.89,34,17.5
"Philantomba monticola","C","EMML_SH","G",3,4896.05,1,0,0.98,-999,1.9
"Equus quagga","C","EMML_SH","G",1,4e+05,1,1,-999,-999,-999
"Genetta genetta","C","EMML_SH","Ar",3,1800,1,0,2.29,-999,-999
"Lepus capensis","C","EMML_SH","G",1,3261.67,1,0,2.44,-999,-999
"Canis adustus","C","EMML_SH","G",4,10249.91,1,0,4.5,-999,-999
"Ictonyx striatus","C","EMML_SH","G",4,1299.99,1,0,2.3,-999,-999
"Otolemur crassicaudatus","C","EMML_SH","Ar",3,1500,1,0,1.14,-999,3.5
"Caracal caracal","C","EMML_SH","G",1,13749.91,1,0,2.3,-999,-999
"Colobus angolensis","C","EMML_SH","Ar",2,9850,0,1,1.01,9,10.9
"Herpestes ichneumon","C","EMML_SH","G",5,5174.98,1,1,3,-999,-999
"Thryonomys gregorianus","C","EMML_SH","G",3,2707.14,1,0,2.91,-999,1
"Canis mesomelas","C","EMML_SH","G",4,8500.02,1,1,3.89,-999,-999
"Hyaena hyaena","C","EMML_SH","G",4,41705.11,1,0,2.44,-999,-999
"Aepyceros melampus","C","EMML_SH","G",1,52500.08,1,1,0.98,-999,15.25
"Redunca redunca","C","EMML_SH","G",1,44050.41,1,1,1,-999,-999
"Mellivora capensis","C","EMML_SH","G",5,8500,0,1,2.35,-999,-999
"Mungos mungo","C","EMML_SH","G",2,1925,0,1,2.68,-999,-999
"Aonyx capensis","C","EMML_SH","G",2,18999.84,1,0,2.62,-999,-999
"Leptailurus serval","C","EMML_SH","G",1,11999.97,1,0,2.35,-999,-999
"Thryonomys swinderianus","C","EMML_SH","G",3,3180.02,1,0,3.88,-999,1
"Glaucomys volans","A","EMML_SMTB","Ar",3,63.87,1,0,3.13,-999,-999
"Spilogale putorius","A","EMML_SMTB","G",3,341,1,0,5.07,-999,-999
"Mustela frenata","A","EMML_SMTB","G",1,147,1,1,6.5,-999,-999
"Odocoileus virginianus","B","EMML_SMTB","G",2,55508.56,1,0,1.57,-999,2.25
"Procyon lotor","B","EMML_SMTB","G",4,5524.97,1,0,3.06,-999,-999
"Canis latrans","B","EMML_SMTB","G",3,13406.33,1,0,5.72,-999,-999
"Sciurus carolinensis","B","EMML_SMTB","Ar",3,506.5,0,1,2.98,-999,1
"Sylvilagus floridanus","B","EMML_SMTB","G",1,1172.79,1,0,4.62,-999,-999
"Didelphis virginiana","B","EMML_SMTB","S",4,2195.48,1,0,8.62,-999,1
"Lynx rufus","B","EMML_SMTB","G",1,8904.1,1,0,2.76,-999,-999
"Ursus americanus","B","EMML_SMTB","G",4,99949.36,1,0,2.39,-999,-999
"Mephitis mephitis","B","EMML_SMTB","G",5,2085.02,1,0,5.7,-999,-999
"Urocyon cinereoargenteus","B","EMML_SMTB","G",5,3833.72,1,0,3.71,-999,-999
"Sciurus niger","B","EMML_SMTB","Ar",3,761.9,0,1,-999,-999,-999
"Vulpes vulpes","B","EMML_SMTB","G",3,5476.17,1,0,4.59,-999,-999
"Marmota monax","B","EMML_SMTB","G",3,3801.72,0,1,4.1,-999,1
"Castor canadensis","C","EMML_SMTB","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_SMTB","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_SMTB","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_SMTB","G",4,1150,1,0,-999,-999,-999
"Odocoileus virginianus","B","EMML_SMTB","G",2,55508.56,1,0,1.57,-999,2.25
"Procyon lotor","B","EMML_SMTB","G",4,5524.97,1,0,3.06,-999,-999
"Canis latrans","B","EMML_SMTB","G",3,13406.33,1,0,5.72,-999,-999
"Sciurus carolinensis","B","EMML_SMTB","Ar",3,506.5,0,1,2.98,-999,1
"Sylvilagus floridanus","B","EMML_SMTB","G",1,1172.79,1,0,4.62,-999,-999
"Didelphis virginiana","B","EMML_SMTB","S",4,2195.48,1,0,8.62,-999,1
"Lynx rufus","B","EMML_SMTB","G",1,8904.1,1,0,2.76,-999,-999
"Ursus americanus","B","EMML_SMTB","G",4,99949.36,1,0,2.39,-999,-999
"Mephitis mephitis","B","EMML_SMTB","G",5,2085.02,1,0,5.7,-999,-999
"Urocyon cinereoargenteus","B","EMML_SMTB","G",5,3833.72,1,0,3.71,-999,-999
"Sciurus niger","B","EMML_SMTB","Ar",3,761.9,0,1,-999,-999,-999
"Vulpes vulpes","B","EMML_SMTB","G",3,5476.17,1,0,4.59,-999,-999
"Marmota monax","B","EMML_SMTB","G",3,3801.72,0,1,4.1,-999,1
"Urocyon cinereoargenteus","C","EMML_SSAM","G",5,3833.72,1,0,3.71,-999,-999
"Vulpes vulpes","C","EMML_SSAM","G",3,5476.17,1,0,4.59,-999,-999
"Didelphis virginiana","C","EMML_SSAM","S",4,2195.48,1,0,8.62,-999,1
"Martes pennanti","C","EMML_SSAM","S",2,4000,1,1,3.02,-999,-999
"Marmota monax","C","EMML_SSAM","G",3,3801.72,0,1,4.1,-999,1
"Mephitis mephitis","C","EMML_SSAM","G",5,2085.02,1,0,5.7,-999,-999
"Sciurus carolinensis","C","EMML_SSAM","Ar",3,506.5,0,1,2.98,-999,1
"Erethizon dorsatum","C","EMML_SSAM","S",3,7085.33,1,0,1,-999,1
"Alces alces","C","EMML_SSAM","G",1,356998.16,1,0,1.25,-999,1
"Castor canadensis","C","EMML_SSAM","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_SSAM","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_SSAM","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_SSAM","G",4,1150,1,0,-999,-999,-999
"Tamias striatus","A","EMML_TCTS","G",4,111.91,0,1,-999,-999,-999
"Glaucomys volans","A","EMML_TCTS","Ar",3,63.87,1,0,3.13,-999,-999
"Sciurus carolinensis","B","EMML_TCTS","Ar",3,506.5,0,1,2.98,-999,1
"Odocoileus virginianus","B","EMML_TCTS","G",2,55508.56,1,0,1.57,-999,2.25
"Procyon lotor","B","EMML_TCTS","G",4,5524.97,1,0,3.06,-999,-999
"Vulpes vulpes","B","EMML_TCTS","G",3,5476.17,1,0,4.59,-999,-999
"Didelphis virginiana","B","EMML_TCTS","S",4,2195.48,1,0,8.62,-999,1
"Urocyon cinereoargenteus","B","EMML_TCTS","G",5,3833.72,1,0,3.71,-999,-999
"Canis latrans","B","EMML_TCTS","G",3,13406.33,1,0,5.72,-999,-999
"Lynx rufus","B","EMML_TCTS","G",1,8904.1,1,0,2.76,-999,-999
"Sciurus niger","B","EMML_TCTS","Ar",3,761.9,0,1,-999,-999,-999
"Sylvilagus floridanus","B","EMML_TCTS","G",1,1172.79,1,0,4.62,-999,-999
"Mephitis mephitis","B","EMML_TCTS","G",5,2085.02,1,0,5.7,-999,-999
"Marmota monax","B","EMML_TCTS","G",3,3801.72,0,1,4.1,-999,1
"Ursus americanus","C","EMML_TCTS","G",4,99949.36,1,0,2.39,-999,-999
"Sylvilagus palustris","C","EMML_TCTS","G",1,1500,1,0,2.96,-999,-999
"Castor canadensis","C","EMML_TCTS","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_TCTS","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_TCTS","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_TCTS","G",4,1150,1,0,-999,-999,-999
"Tamias striatus","A","EMML_TRCFP","G",4,111.91,0,1,-999,-999,-999
"Sciurus niger","B","EMML_TRCFP","Ar",3,761.9,0,1,-999,-999,-999
"Odocoileus virginianus","B","EMML_TRCFP","G",2,55508.56,1,0,1.57,-999,2.25
"Procyon lotor","B","EMML_TRCFP","G",4,5524.97,1,0,3.06,-999,-999
"Canis latrans","B","EMML_TRCFP","G",3,13406.33,1,0,5.72,-999,-999
"Sciurus carolinensis","B","EMML_TRCFP","Ar",3,506.5,0,1,2.98,-999,1
"Didelphis virginiana","B","EMML_TRCFP","S",4,2195.48,1,0,8.62,-999,1
"Dasypus novemcinctus","B","EMML_TRCFP","G",1,4203.78,1,0,3.96,-999,1
"Marmota monax","B","EMML_TRCFP","G",3,3801.72,0,1,4.1,-999,1
"Vulpes vulpes","B","EMML_TRCFP","G",3,5476.17,1,0,4.59,-999,-999
"Lynx rufus","B","EMML_TRCFP","G",1,8904.1,1,0,2.76,-999,-999
"Urocyon cinereoargenteus","B","EMML_TRCFP","G",5,3833.72,1,0,3.71,-999,-999
"Mephitis mephitis","B","EMML_TRCFP","G",5,2085.02,1,0,5.7,-999,-999
"Sylvilagus floridanus","C","EMML_TRCFP","G",1,1172.79,1,0,4.62,-999,-999
"Castor canadensis","C","EMML_TRCFP","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_TRCFP","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_TRCFP","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_TRCFP","G",4,1150,1,0,-999,-999,-999
"Neotoma fuscipes","A","EMML_UCSC","G",3,229.83,1,0,2.79,-999,1
"Sciurus carolinensis","B","EMML_UCSC","Ar",3,506.5,0,1,2.98,-999,1
"Odocoileus hemionus","B","EMML_UCSC","G",2,54212.57,1,0,1.61,-999,-999
"Canis latrans","B","EMML_UCSC","G",3,13406.33,1,0,5.72,-999,-999
"Mephitis mephitis","B","EMML_UCSC","G",5,2085.02,1,0,5.7,-999,-999
"Sylvilagus bachmani","B","EMML_UCSC","G",1,643.25,1,0,3.35,-999,-999
"Lynx rufus","B","EMML_UCSC","G",1,8904.1,1,0,2.76,-999,-999
"Sciurus griseus","B","EMML_UCSC","Ar",3,731,0,1,2.65,-999,-999
"Didelphis virginiana","B","EMML_UCSC","S",4,2195.48,1,0,8.62,-999,1
"Urocyon cinereoargenteus","C","EMML_UCSC","G",5,3833.72,1,0,3.71,-999,-999
"Taxidea taxus","C","EMML_UCSC","G",3,7107.55,1,0,2.76,-999,-999
"Lepus californicus","C","EMML_UCSC","G",1,2422.48,1,0,2.68,-999,-999
"Sylvilagus audubonii","C","EMML_UCSC","G",1,889.63,1,0,3,-999,-999
"Procyon lotor","C","EMML_UCSC","G",4,5524.97,1,0,3.06,-999,-999
"Bassariscus astutus","C","EMML_UCSC","G",3,1129.51,1,0,3,-999,-999
"Puma concolor","C","EMML_UCSC","G",1,51600.04,1,1,2.76,-999,1
"Lontra canadensis","C","EMML_UCSC","G",2,8087.42,1,0,2.67,-999,-999
"Tamias striatus","A","EMML_UTW","G",4,111.91,0,1,-999,-999,-999
"Glaucomys sabrinus","A","EMML_UTW","Ar",3,166,1,0,3,-999,-999
"Glaucomys volans","A","EMML_UTW","Ar",3,63.87,1,0,3.13,-999,-999
"Tamiasciurus hudsonicus","A","EMML_UTW","Ar",6,201.17,0,1,3.93,-999,-999
"Mustela frenata","A","EMML_UTW","G",1,147,1,1,6.5,-999,-999
"Ursus americanus","B","EMML_UTW","G",4,99949.36,1,0,2.39,-999,-999
"Sciurus carolinensis","B","EMML_UTW","Ar",3,506.5,0,1,2.98,-999,1
"Odocoileus virginianus","B","EMML_UTW","G",2,55508.56,1,0,1.57,-999,2.25
