"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize","IUCN_frq","IUCN_year","realm","elevation","NPP","ave_temp","Tree_mean","sampling_effort_t"
"Tragulus napu","B","TEAMS_BBS","G",2,4950,1,0,0.96,-999,-999,"4","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Tapirus indicus","B","TEAMS_BBS","G",1,296250,1,0,1,1,1.5,"9","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Symphalangus syndactylus","B","TEAMS_BBS","Ar",3,10839,0,1,1.02,-999,3.8,"4","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Manis javanica","B","TEAMS_BBS","Ar",1,5150,1,0,1,-999,-999,"4","2019","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Panthera tigris","B","TEAMS_BBS","G",1,162564,1,1,2.6,1,1,"10","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Prionailurus bengalensis","B","TEAMS_BBS","S",3,3300,1,1,2.5,-999,-999,"4","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Elephas maximus","B","TEAMS_BBS","G",1,2915040,1,1,1.41,-999,7.75,"8","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Cuon alpinus","B","TEAMS_BBS","G",2,14173.33,0,1,4.3,-999,-999,"8","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Catopuma temminckii","B","TEAMS_BBS","G",2,11500,1,0,1.5,-999,-999,"8","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Prionodon linsang","B","TEAMS_BBS","S",3,700,1,0,2.3,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Arctogalidia trivirgata","B","TEAMS_BBS","Ar",4,2250,1,0,2.79,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Paguma larvata","B","TEAMS_BBS","G",3,4300,1,0,2.16,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Macaca fascicularis","B","TEAMS_BBS","S",3,3991.5,0,1,1,23.6,27,"4","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Hemigalus derbyanus","B","TEAMS_BBS","G",1,2322.5,1,0,1.73,-999,-999,"3","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Cynogale bennettii","B","TEAMS_BBS","G",4,4500,1,0,2.3,-999,-999,"6","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Arctictis binturong","B","TEAMS_BBS","Ar",5,9875,1,0,2.5,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Lutra lutra","B","TEAMS_BBS","G",4,8785.14,1,1,2.01,-999,-999,"5","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Herpestes brachyurus","B","TEAMS_BBS","G",5,1853.52,1,1,3.49,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Tragulus kanchil","B","TEAMS_BBS","G",2,3706.24,1,0,-999,-999,-999,"2","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Paradoxurus hermaphroditus","B","TEAMS_BBS","Ar",4,3156.66,1,0,3.29,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Capricornis sumatraensis","B","TEAMS_BBS","G",1,110942.22,0,1,1.22,-999,-999,"1","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Martes flavigula","B","TEAMS_BBS","Ar",5,1842.5,0,1,3.53,-999,-999,"5","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Hystrix brachyura","C","TEAMS_BBS","G",2,8450,1,0,1.41,1,1,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Trichys fasciculata","C","TEAMS_BBS","S",2,1655,1,0,-999,-999,-999,"3","2017","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Herpestes semitorquatus","C","TEAMS_BBS","G",5,1916.01,1,1,-999,-999,-999,"3","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Nycticebus coucang","C","TEAMS_BBS","Ar",4,803.5,1,0,1.12,-999,1,"1","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Hylobates agilis","C","TEAMS_BBS","Ar",3,5650,0,1,1.02,-999,4.2,"4","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Viverra tangalunga","C","TEAMS_BBS","G",6,6885,1,1,1.92,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Petaurista elegans","C","TEAMS_BBS","Ar",4,997,1,0,1,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Dicerorhinus sumatrensis","C","TEAMS_BBS","G",2,1266667,1,0,1,1,1,"8","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Ratufa affinis","C","TEAMS_BBS","Ar",5,1156.25,0,1,-999,-999,-999,"3","2017","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Hystrix sumatrae","C","TEAMS_BBS","G",2,3260,1,0,-999,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Ratufa bicolor","C","TEAMS_BBS","Ar",5,2050,0,1,1.5,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Petaurista petaurista","C","TEAMS_BBS","Ar",4,1660.13,1,0,1,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Trachypithecus cristatus","C","TEAMS_BBS","Ar",2,8350,0,1,1.01,30.6,27.4,"3","2020","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Mustela nudipes","C","TEAMS_BBS","S",1,500,1,1,4,-999,-999,"3","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Rhizomys sumatrensis","C","TEAMS_BBS","G",3,1625,1,0,4,-999,-999,"3","2016","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Lutra sumatrana","C","TEAMS_BBS","G",4,5500,1,1,-999,-999,-999,"8","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Lutrogale perspicillata","C","TEAMS_BBS","G",4,9483.33,0,1,3.24,-999,-999,"8","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Prionailurus planiceps","C","TEAMS_BBS","G",2,6750,1,0,-999,1,1,"9","2015","Indo-Malay",114.33,3990.85,25.39,26.02,11895
"Sylvilagus brasiliensis","A","TEAMS_BCI","G",1,949.99,1,0,1.9,-999,1,"1","2019","Neotropical",102.67,3130.19,26.39,20.52,11454
"Cebus capucinus","A","TEAMS_BCI","Ar",6,2733.32,0,1,1.01,-999,18.15,"1","2020","Neotropical",102.67,3130.19,26.39,20.52,11454
"Metachirus nudicaudatus","A","TEAMS_BCI","S",5,375,1,0,3.87,-999,1,"4","2015","Neotropical",102.67,3130.19,26.39,20.52,11454
"Marmosa robinsoni","A","TEAMS_BCI","Ar",5,56.67,1,0,9.5,-999,1,"4","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Didelphis marsupialis","B","TEAMS_BCI","S",4,1091.16,1,0,7.09,-999,1,"4","2021","Neotropical",102.67,3130.19,26.39,20.52,11454
"Odocoileus virginianus","B","TEAMS_BCI","G",2,55508.56,1,0,1.57,-999,2.25,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Nasua narica","B","TEAMS_BCI","S",3,4030.05,0,1,4,-999,-999,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Pecari tajacu","B","TEAMS_BCI","G",4,21266.69,1,0,1.56,11.65,20,"3","2011","Neotropical",102.67,3130.19,26.39,20.52,11454
"Leopardus pardalis","B","TEAMS_BCI","G",3,11900.08,1,0,1.66,-999,-999,"8","2015","Neotropical",102.67,3130.19,26.39,20.52,11454
"Tamandua mexicana","B","TEAMS_BCI","S",1,4209.98,1,1,-999,-999,1,"5","2014","Neotropical",102.67,3130.19,26.39,20.52,11454
"Mazama temama","B","TEAMS_BCI","G",2,18809.87,1,1,-999,-999,-999,"2","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Dasypus novemcinctus","B","TEAMS_BCI","G",1,4203.78,1,0,3.96,-999,1,"5","2014","Neotropical",102.67,3130.19,26.39,20.52,11454
"Eira barbara","B","TEAMS_BCI","G",2,3910.03,1,1,2.14,-999,-999,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Cabassous centralis","B","TEAMS_BCI","G",1,3809.96,1,0,1,-999,1,"5","2014","Neotropical",102.67,3130.19,26.39,20.52,11454
"Procyon cancrivorus","B","TEAMS_BCI","G",5,6949.92,1,0,2.62,-999,-999,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Philander opossum","B","TEAMS_BCI","S",5,585.5,1,1,4.75,-999,1,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Tapirus bairdii","B","TEAMS_BCI","G",1,299999.13,1,0,1,-999,1,"10","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Alouatta palliata","B","TEAMS_BCI","Ar",2,7274.95,0,1,1.02,-999,13.1,"6","2021","Neotropical",102.67,3130.19,26.39,20.52,11454
"Leopardus wiedii","B","TEAMS_BCI","S",2,3249.97,1,0,1.5,-999,-999,"9","2015","Neotropical",102.67,3130.19,26.39,20.52,11454
"Galictis vittata","B","TEAMS_BCI","G",5,3200,1,1,-999,-999,-999,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Canis latrans","B","TEAMS_BCI","G",3,13406.33,1,0,5.72,-999,-999,"4","2018","Neotropical",102.67,3130.19,26.39,20.52,11454
"Urocyon cinereoargenteus","C","TEAMS_BCI","G",5,3833.72,1,0,3.71,-999,-999,"4","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Cuniculus paca","C","TEAMS_BCI","G",3,8172.55,1,0,1.01,-999,1,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Choloepus hoffmanni","C","TEAMS_BCI","Ar",2,4750.01,1,0,1,-999,1,"5","2014","Neotropical",102.67,3130.19,26.39,20.52,11454
"Panthera onca","C","TEAMS_BCI","G",3,1e+05,1,1,1.96,1,1,"8","2017","Neotropical",102.67,3130.19,26.39,20.52,11454
"Bradypus variegatus","C","TEAMS_BCI","Ar",1,4335.01,1,1,1,-999,1,"5","2014","Neotropical",102.67,3130.19,26.39,20.52,11454
"Speothos venaticus","C","TEAMS_BCI","G",1,5999.98,0,1,3.8,-999,-999,"9","2011","Neotropical",102.67,3130.19,26.39,20.52,11454
"Potos flavus","C","TEAMS_BCI","Ar",3,3000,1,0,1.11,-999,1,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Ateles geoffroyi","C","TEAMS_BCI","Ar",5,5284.94,0,1,1.01,-999,42,"11","2021","Neotropical",102.67,3130.19,26.39,20.52,11454
"Dasyprocta punctata","C","TEAMS_BCI","G",3,2674.98,0,1,1.25,-999,1,"1","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Procyon lotor","C","TEAMS_BCI","G",4,5524.97,1,0,3.06,-999,-999,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Chironectes minimus","C","TEAMS_BCI","G",3,946,1,0,3.24,-999,1,"3","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Lontra longicaudis","C","TEAMS_BCI","G",3,6554.96,1,0,3.69,-999,-999,"10","2015","Neotropical",102.67,3130.19,26.39,20.52,11454
"Hydrochoerus isthmius","C","TEAMS_BCI","G",2,21267.32,0,1,4.99,-999,-999,"2","2016","Neotropical",102.67,3130.19,26.39,20.52,11454
"Genetta genetta","A","TEAMS_BIF","Ar",3,1800,1,0,2.29,-999,-999,"3","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Canis lupus","A","TEAMS_BIF","G",1,32183.33,1,0,4.98,-999,-999,"10","2018","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Genetta tigrina","A","TEAMS_BIF","Ar",3,2225,1,0,2.76,-999,-999,"3","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Genetta victoriae","A","TEAMS_BIF","Ar",3,2999.99,1,0,-999,-999,-999,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Colobus angolensis","A","TEAMS_BIF","Ar",2,9850,0,1,1.01,9,10.9,"5","2020","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Cephalophus nigrifrons","B","TEAMS_BIF","G",3,13899.85,1,0,-999,-999,-999,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Cephalophus silvicultor","B","TEAMS_BIF","G",3,72500.33,1,0,1,-999,1,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Canis adustus","B","TEAMS_BIF","G",4,10249.91,1,0,4.5,-999,-999,"4","2014","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Mellivora capensis","B","TEAMS_BIF","G",5,8500,0,1,2.35,-999,-999,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Potamochoerus larvatus","B","TEAMS_BIF","G",4,48781.25,1,0,2.73,7.2,8,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Atilax paludinosus","B","TEAMS_BIF","G",4,3299.97,1,0,2,-999,-999,"3","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Tragelaphus spekii","B","TEAMS_BIF","G",1,77999.17,1,1,1,-999,6,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Genetta servalina","B","TEAMS_BIF","Ar",3,1054.99,1,0,1.5,-999,-999,"4","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Gorilla beringei","B","TEAMS_BIF","G",2,149325.19,0,1,-999,-999,-999,"4","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Pan troglodytes","B","TEAMS_BIF","S",3,42500,0,1,1.05,45,50,"9","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Civettictis civetta","B","TEAMS_BIF","G",6,11999.97,1,0,2.31,-999,-999,"4","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Papio anubis","B","TEAMS_BIF","G",4,17728.56,0,1,1.01,44.5,40,"4","2020","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Nandinia binotata","B","TEAMS_BIF","Ar",3,2000,1,0,1.84,-999,-999,"3","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Loxodonta africana","B","TEAMS_BIF","G",1,3940034.28,1,1,0.84,-999,19.5,"1","2021","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Cephalophus weynsi","B","TEAMS_BIF","G",3,17000,1,0,-999,-999,-999,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Cercopithecus mitis","B","TEAMS_BIF","Ar",4,5000,0,1,1,-999,16,"5","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Tragelaphus scriptus","B","TEAMS_BIF","G",1,43250.39,1,1,1,-999,1,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Leptailurus serval","B","TEAMS_BIF","G",1,11999.97,1,0,2.35,-999,-999,"5","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Colobus guereza","B","TEAMS_BIF","Ar",2,10600,0,1,1,7,7.6,"5","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Dendrohyrax dorsalis","C","TEAMS_BIF","Ar",2,3175,1,0,1.22,1,1,"4","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Chlorocebus tantalus","C","TEAMS_BIF","S",3,4993,0,1,-999,-999,-999,"2","2020","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Dendrohyrax arboreus","C","TEAMS_BIF","Ar",2,2949.99,1,0,1.51,-999,1,"4","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Atherurus africanus","C","TEAMS_BIF","G",2,1934,1,0,1.5,-999,1,"4","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Orycteropus afer","C","TEAMS_BIF","G",1,52350.4,1,0,1.1,-999,1,"5","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Kobus ellipsiprymnus","C","TEAMS_BIF","G",1,210000.34,1,1,1,-999,12,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Cercopithecus ascanius","C","TEAMS_BIF","Ar",5,3550,0,1,1.01,34,26.3,"5","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Ceratotherium simum","C","TEAMS_BIF","G",1,2949986.31,1,1,1,3.75,3.75,"9","2020","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Ichneumia albicauda","C","TEAMS_BIF","G",4,3500.02,1,0,2.35,-999,-999,"3","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Protoxerus stangeri","C","TEAMS_BIF","S",2,621.5,0,1,1.47,-999,-999,"4","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Hystrix africaeaustralis","C","TEAMS_BIF","G",2,14936.02,1,0,1.51,-999,1.5,"4","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Philantomba monticola","C","TEAMS_BIF","G",3,4896.05,1,0,0.98,-999,1.9,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Syncerus caffer","C","TEAMS_BIF","G",1,580002.68,1,0,1.08,3000,12,"3","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Phacochoerus africanus","C","TEAMS_BIF","G",3,82500,1,0,-999,-999,-999,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Ictonyx striatus","C","TEAMS_BIF","G",4,1299.99,1,0,2.3,-999,-999,"3","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Otolemur crassicaudatus","C","TEAMS_BIF","Ar",3,1500,1,0,1.14,-999,3.5,"5","2019","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Cricetomys emini","C","TEAMS_BIF","G",4,1299.99,1,0,0.97,-999,-999,"4","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Hystrix cristata","C","TEAMS_BIF","G",2,16250,1,0,1.73,-999,-999,"4","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Damaliscus lunatus","C","TEAMS_BIF","G",1,136000.34,0,1,0.98,-999,3.6,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Hylochoerus meinertzhageni","C","TEAMS_BIF","G",1,188500,1,0,4,-999,10,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Lophocebus albigena","C","TEAMS_BIF","Ar",2,7690.06,0,1,1.01,17,16,"6","2020","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Herpestes ichneumon","C","TEAMS_BIF","G",5,5174.98,1,1,3,-999,-999,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Thryonomys gregorianus","C","TEAMS_BIF","G",3,2707.14,1,0,2.91,-999,1,"4","2017","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Genetta maculata","C","TEAMS_BIF","Ar",3,2225,1,0,2.12,-999,-999,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Anomalurus derbianus","C","TEAMS_BIF","Ar",4,649.99,1,0,1,-999,1,"4","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Procavia capensis","C","TEAMS_BIF","G",1,3029.98,0,1,2.5,47,17,"4","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Sylvicapra grimmia","C","TEAMS_BIF","G",3,19499.79,1,0,0.98,-999,1,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Crocuta crocuta","C","TEAMS_BIF","G",1,66492.06,1,0,1.91,-999,-999,"3","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Mungos mungo","C","TEAMS_BIF","G",2,1925,0,1,2.68,-999,-999,"3","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Hydrictis maculicollis","C","TEAMS_BIF","G",3,4180.53,1,1,2,-999,-999,"5","2015","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Potamogale velox","C","TEAMS_BIF","G",3,659.99,1,0,2.5,1,1,"5","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Thryonomys swinderianus","C","TEAMS_BIF","G",3,3180.02,1,0,3.88,-999,1,"4","2016","Afrotropical",182.5,3612.91,17.08,28.88,13132
"Metachirus nudicaudatus","A","TEAMS_CAX","S",5,375,1,0,3.87,-999,1,"4","2015","Neotropical",126,3974.08,26.1,32.36,25478
"Atelocynus microtis","A","TEAMS_CAX","G",2,7749.97,1,0,-999,-999,1,"8","2011","Neotropical",126,3974.08,26.1,32.36,25478
"Mazama nana","A","TEAMS_CAX","G",2,16499.85,1,1,-999,-999,-999,"4","2015","Neotropical",126,3974.08,26.1,32.36,25478
"Mazama americana","B","TEAMS_CAX","G",2,22799.75,1,1,1.22,-999,1,"4","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Didelphis marsupialis","B","TEAMS_CAX","S",4,1091.16,1,0,7.09,-999,1,"4","2021","Neotropical",126,3974.08,26.1,32.36,25478
"Eira barbara","B","TEAMS_CAX","G",2,3910.03,1,1,2.14,-999,-999,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Leopardus pardalis","B","TEAMS_CAX","G",3,11900.08,1,0,1.66,-999,-999,"8","2015","Neotropical",126,3974.08,26.1,32.36,25478
"Tapirus terrestris","B","TEAMS_CAX","G",1,207500.91,1,0,1,-999,1,"4","2019","Neotropical",126,3974.08,26.1,32.36,25478
"Puma concolor","B","TEAMS_CAX","G",1,51600.04,1,1,2.76,-999,1,"4","2015","Neotropical",126,3974.08,26.1,32.36,25478
"Pecari tajacu","B","TEAMS_CAX","G",4,21266.69,1,0,1.56,11.65,20,"3","2011","Neotropical",126,3974.08,26.1,32.36,25478
"Dasypus kappleri","B","TEAMS_CAX","G",1,9500,1,0,4.47,-999,1,"5","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Dasypus novemcinctus","B","TEAMS_CAX","G",1,4203.78,1,0,3.96,-999,1,"5","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Myrmecophaga tridactyla","B","TEAMS_CAX","G",1,22333.15,1,1,1,1,1,"10","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Tamandua tetradactyla","B","TEAMS_CAX","S",1,5515.06,1,1,1,-999,1,"5","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Leopardus wiedii","B","TEAMS_CAX","S",2,3249.97,1,0,1.5,-999,-999,"9","2015","Neotropical",126,3974.08,26.1,32.36,25478
"Panthera onca","B","TEAMS_CAX","G",3,1e+05,1,1,1.96,1,1,"8","2017","Neotropical",126,3974.08,26.1,32.36,25478
"Nasua nasua","B","TEAMS_CAX","S",3,3793.85,0,1,3.69,-999,-999,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Cabassous unicinctus","B","TEAMS_CAX","G",1,4799.99,1,0,1,-999,1,"5","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Priodontes maximus","B","TEAMS_CAX","G",2,45359.68,1,0,1.5,-999,1,"11","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Tayassu pecari","B","TEAMS_CAX","G",5,32233.69,1,0,2,102.5,102.5,"3","2013","Neotropical",126,3974.08,26.1,32.36,25478
"Coendou prehensilis","C","TEAMS_CAX","Ar",2,4399.97,1,0,0.98,-999,1,"1","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Dasypus septemcinctus","C","TEAMS_CAX","G",1,1526.65,1,0,5.99,-999,-999,"5","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Sciurus gilvigularis","C","TEAMS_CAX","Ar",3,803.01,0,1,-999,-999,-999,"3","2019","Neotropical",126,3974.08,26.1,32.36,25478
"Myoprocta pratti","C","TEAMS_CAX","G",3,966.73,0,1,1.77,-999,-999,"2","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Mustela africana","C","TEAMS_CAX","G",2,536.99,1,1,-999,-999,-999,"4","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Alouatta belzebul","C","TEAMS_CAX","Ar",2,6400,0,1,-999,-999,7.4,"4","2019","Neotropical",126,3974.08,26.1,32.36,25478
"Cuniculus paca","C","TEAMS_CAX","G",3,8172.55,1,0,1.01,-999,1,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Euphractus sexcinctus","C","TEAMS_CAX","G",2,4782.89,1,1,1.73,-999,1,"5","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Echimys chrysurus","C","TEAMS_CAX","Ar",2,652.5,1,0,1.94,-999,1,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Leopardus tigrinus","C","TEAMS_CAX","S",1,2250,1,1,-999,-999,-999,"1","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Aotus azarae","C","TEAMS_CAX","Ar",6,929.57,1,0,1,-999,4.1,"4","2018","Neotropical",126,3974.08,26.1,32.36,25478
"Choloepus didactylus","C","TEAMS_CAX","Ar",2,5160,1,0,1,-999,1,"5","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Bradypus variegatus","C","TEAMS_CAX","Ar",1,4335.01,1,1,1,-999,1,"5","2014","Neotropical",126,3974.08,26.1,32.36,25478
"Speothos venaticus","C","TEAMS_CAX","G",1,5999.98,0,1,3.8,-999,-999,"9","2011","Neotropical",126,3974.08,26.1,32.36,25478
"Potos flavus","C","TEAMS_CAX","Ar",3,3000,1,0,1.11,-999,1,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Galictis vittata","C","TEAMS_CAX","G",5,3200,1,1,-999,-999,-999,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Philander opossum","C","TEAMS_CAX","S",5,585.5,1,1,4.75,-999,1,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Chiropotes utahickae","C","TEAMS_CAX","Ar",3,2949.58,0,1,-999,-999,-999,"6","2020","Neotropical",126,3974.08,26.1,32.36,25478
"Coendou nycthemera","C","TEAMS_CAX","Ar",2,2999.98,1,0,-999,-999,-999,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Hydrochoerus hydrochaeris","C","TEAMS_CAX","G",2,48144.91,0,1,3.49,-999,10,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Lontra longicaudis","C","TEAMS_CAX","G",3,6554.96,1,0,3.69,-999,-999,"10","2015","Neotropical",126,3974.08,26.1,32.36,25478
"Pteronura brasiliensis","C","TEAMS_CAX","G",2,23999.93,0,1,2.12,-999,-999,"11","2015","Neotropical",126,3974.08,26.1,32.36,25478
"Procyon cancrivorus","C","TEAMS_CAX","G",5,6949.92,1,0,2.62,-999,-999,"3","2016","Neotropical",126,3974.08,26.1,32.36,25478
"Dasypus kappleri","A","TEAMS_COU","G",1,9500,1,0,4.47,-999,1,"5","2014",NA,NA,NA,NA,NA,NA
"Sylvilagus brasiliensis","A","TEAMS_COU","G",1,949.99,1,0,1.9,-999,1,"1","2019",NA,NA,NA,NA,NA,NA
"Cebus albifrons","A","TEAMS_COU","Ar",6,2629,0,1,1.01,-999,25,"6","2020",NA,NA,NA,NA,NA,NA
"Monodelphis glirina","A","TEAMS_COU","G",5,61.54,1,0,-999,-999,-999,"2","2021",NA,NA,NA,NA,NA,NA
"Saimiri sciureus","A","TEAMS_COU","Ar",5,743.24,0,1,1,-999,34.85,"5","2021",NA,NA,NA,NA,NA,NA
"Didelphis virginiana","A","TEAMS_COU","S",4,2195.48,1,0,8.62,-999,1,"3","2016",NA,NA,NA,NA,NA,NA
"Mazama americana","B","TEAMS_COU","G",2,22799.75,1,1,1.22,-999,1,"4","2016",NA,NA,NA,NA,NA,NA
